年,月,日,気温,品質,均質
2010,5,29,15.6,8,1
2010,5,30,14.5,8,1
2010,5,31,17.4,8,1
2010,6,1,17.6,8,1
2010,6,2,19.1,8,1
2010,6,3,20.9,8,1
2010,6,4,22.1,8,1
2010,6,5,20.2,8,1
2010,6,6,21.4,8,1
2010,6,7,23.1,8,1
2010,6,8,21.4,8,1
2010,6,9,20.0,8,1
2010,6,10,22.6,8,1
2010,6,11,22.6,8,1
2010,6,12,24.5,8,1
2010,6,13,23.2,8,1
2010,6,14,18.6,8,1
2010,6,15,23.1,8,1
2010,6,16,25.8,8,1
2010,6,17,26.7,8,1
2010,6,18,24.4,8,1
2010,6,19,25.2,8,1
2010,6,20,26.2,8,1
2010,6,21,25.9,8,1
2010,6,22,26.1,8,1
2010,6,23,24.2,8,1
2010,6,24,25.1,8,1
2010,6,25,26.2,8,1
2010,6,26,26.2,8,1
2010,6,27,26.6,8,1
2010,6,28,28.0,8,1
2010,6,29,26.4,8,1
2010,6,30,25.6,8,1
2010,7,1,27.0,8,1
2010,7,2,26.6,8,1
2010,7,3,26.2,8,1
2010,7,4,27.2,8,1
2010,7,5,26.8,8,1
2010,7,6,27.1,8,1
2010,7,7,25.4,8,1
2010,7,8,26.4,8,1
2010,7,9,25.5,8,1
2010,7,10,27.3,8,1
2010,7,11,26.3,8,1
2010,7,12,27.4,8,1
2010,7,13,23.8,8,1
2010,7,14,26.1,8,1
2010,7,15,28.4,8,1
2010,7,16,28.5,8,1
2010,7,17,28.3,8,1
2010,7,18,28.3,8,1
2010,7,19,29.8,8,1
2010,7,20,30.8,8,1
2010,7,21,31.5,8,1
2010,7,22,31.4,8,1
2010,7,23,30.8,8,1
2010,7,24,30.8,8,1
2010,7,25,29.5,8,1
2010,7,26,28.6,8,1
2010,7,27,29.8,8,1
2010,7,28,30.0,8,1
2010,7,29,26.3,8,1
2010,7,30,26.8,8,1
2010,7,31,29.2,8,1
2010,8,1,29.8,8,1
2010,8,2,29.4,8,1
2010,8,3,29.5,8,1
2010,8,4,29.8,8,1
2010,8,5,30.0,8,1
2010,8,6,29.6,8,1
2010,8,7,29.2,8,1
2010,8,8,29.2,8,1
2010,8,9,26.3,8,1
2010,8,10,27.7,8,1
2010,8,11,28.9,8,1
2010,8,12,28.7,8,1
2010,8,13,28.3,8,1
2010,8,14,29.4,8,1
2010,8,15,31.4,8,1
2010,8,16,32.2,8,1
2010,8,17,32.3,8,1
2010,8,18,30.4,8,1
2010,8,19,28.7,8,1
2010,8,20,27.8,8,1
2010,8,21,28.6,8,1
2010,8,22,29.9,8,1
2010,8,23,30.3,8,1
2010,8,24,29.7,8,1
2010,8,25,30.1,8,1
2010,8,26,29.9,8,1
2010,8,27,30.0,8,1
2010,8,28,30.1,8,1
2010,8,29,30.2,8,1
2010,8,30,30.5,8,1
2010,8,31,30.8,8,1
2010,9,1,30.4,8,1
2010,9,2,30.1,8,1
2010,9,3,30.5,8,1
2010,9,4,31.2,8,1
2010,9,5,30.1,8,1
2010,9,6,29.8,8,1
2010,9,7,31.0,8,1
2010,9,8,25.8,8,1
2010,9,9,24.6,8,1
2010,9,10,26.0,8,1
2010,9,11,28.4,8,1
2010,9,12,28.1,8,1
2010,9,13,28.7,8,1
2010,9,14,25.8,8,1
2010,9,15,23.0,8,1
2010,9,16,20.6,8,1
2010,9,17,24.5,8,1
2010,9,18,25.9,8,1
2010,9,19,26.0,8,1
2010,9,20,25.9,8,1
2010,9,21,27.8,8,1
2010,9,22,28.1,8,1
2010,9,23,19.8,8,1
2010,9,24,18.3,8,1
2010,9,25,17.8,8,1
2010,9,26,19.3,8,1
2010,9,27,16.3,8,1
2010,9,28,18.9,8,1
2010,9,29,22.4,8,1
2010,9,30,19.2,8,1
2010,10,1,20.9,8,1
2010,10,2,21.2,8,1
2010,10,3,20.9,8,1
2010,10,4,20.4,8,1
2010,10,5,22.6,8,1
2010,10,6,22.0,8,1
2010,10,7,21.1,8,1
2010,10,8,20.9,8,1
2010,10,9,17.5,8,1
2010,10,10,19.8,8,1
2010,10,11,23.4,8,1
2010,10,12,22.5,8,1
2010,10,13,23.0,8,1
2010,10,14,21.4,8,1
2010,10,15,21.3,8,1
2010,10,16,21.4,8,1
2010,10,17,20.9,8,1
2010,10,18,19.4,8,1
2010,10,19,18.6,8,1
2010,10,20,18.9,8,1
2010,10,21,18.4,8,1
2010,10,22,17.7,8,1
2010,10,23,16.4,8,1
2010,10,24,15.4,8,1
2010,10,25,17.9,8,1
2010,10,26,16.7,8,1
2010,10,27,12.6,8,1
2010,10,28,10.0,8,1
2010,10,29,13.9,8,1
2010,10,30,12.3,8,1
2010,10,31,15.9,8,1
2010,11,1,16.6,8,1
2010,11,2,16.6,8,1
2010,11,3,14.6,8,1
2010,11,4,12.1,8,1
2010,11,5,13.9,8,1
2010,11,6,15.4,8,1
2010,11,7,14.9,8,1
2010,11,8,16.1,8,1
2010,11,9,16.8,8,1
2010,11,10,14.3,8,1
2010,11,11,14.1,8,1
2010,11,12,15.3,8,1
2010,11,13,16.2,8,1
2010,11,14,15.6,8,1
2010,11,15,11.9,8,1
2010,11,16,10.0,8,1
2010,11,17,8.8,8,1
2010,11,18,10.9,8,1
2010,11,19,11.7,8,1
2010,11,20,13.3,8,1
2010,11,21,14.1,8,1
2010,11,22,14.1,8,1
2010,11,23,13.8,8,1
2010,11,24,11.3,8,1
2010,11,25,10.6,8,1
2010,11,26,12.8,8,1
2010,11,27,12.1,8,1
2010,11,28,13.1,8,1
2010,11,29,12.3,8,1
2010,11,30,12.2,8,1
2010,12,1,13.5,8,1
2010,12,2,13.9,8,1
2010,12,3,17.0,8,1
2010,12,4,12.4,8,1
2010,12,5,11.7,8,1
2010,12,6,12.9,8,1
2010,12,7,12.2,8,1
2010,12,8,9.2,8,1
2010,12,9,9.1,8,1
2010,12,10,10.6,8,1
2010,12,11,13.1,8,1
2010,12,12,11.9,8,1
2010,12,13,8.2,8,1
2010,12,14,11.2,8,1
2010,12,15,10.6,8,1
2010,12,16,6.1,8,1
2010,12,17,7.0,8,1
2010,12,18,8.2,8,1
2010,12,19,7.4,8,1
2010,12,20,10.7,8,1
2010,12,21,9.9,8,1
2010,12,22,13.3,8,1
2010,12,23,12.1,8,1
2010,12,24,8.2,8,1
2010,12,25,5.6,8,1
2010,12,26,6.7,8,1
2010,12,27,7.2,8,1
2010,12,28,7.2,8,1
2010,12,29,8.1,8,1
2010,12,30,4.9,8,1
2010,12,31,5.8,8,1
2011,1,1,6.6,8,1
2011,1,2,7.0,8,1
2011,1,3,5.9,8,1
2011,1,4,6.3,8,1
2011,1,5,7.3,8,1
2011,1,6,6.5,8,1
2011,1,7,4.0,8,1
2011,1,8,5.9,8,1
2011,1,9,6.1,8,1
2011,1,10,3.4,8,1
2011,1,11,3.8,8,1
2011,1,12,5.1,8,1
2011,1,13,4.4,8,1
2011,1,14,3.8,8,1
2011,1,15,4.0,8,1
2011,1,16,2.2,8,1
2011,1,17,5.0,8,1
2011,1,18,5.5,8,1
2011,1,19,6.3,8,1
2011,1,20,5.4,8,1
2011,1,21,5.0,8,1
2011,1,22,6.0,8,1
2011,1,23,5.7,8,1
2011,1,24,5.1,8,1
2011,1,25,5.9,8,1
2011,1,26,5.3,8,1
2011,1,27,5.5,8,1
2011,1,28,3.7,8,1
2011,1,29,4.2,8,1
2011,1,30,2.9,8,1
2011,1,31,2.9,8,1
2011,2,1,5.9,8,1
2011,2,2,5.8,8,1
2011,2,3,7.4,8,1
2011,2,4,8.8,8,1
2011,2,5,8.1,8,1
2011,2,6,8.3,8,1
2011,2,7,8.2,8,1
2011,2,8,5.8,8,1
2011,2,9,5.0,8,1
2011,2,10,6.5,8,1
2011,2,11,2.0,8,1
2011,2,12,2.1,8,1
2011,2,13,4.7,8,1
2011,2,14,3.3,8,1
2011,2,15,5.3,8,1
2011,2,16,6.8,8,1
2011,2,17,10.0,8,1
2011,2,18,9.1,8,1
2011,2,19,6.1,8,1
2011,2,20,7.0,8,1
2011,2,21,7.1,8,1
2011,2,22,6.5,8,1
2011,2,23,8.4,8,1
2011,2,24,11.4,8,1
2011,2,25,14.1,8,1
2011,2,26,7.2,8,1
2011,2,27,10.4,8,1
2011,2,28,4.9,8,1
2011,3,1,5.8,8,1
2011,3,2,6.8,8,1
2011,3,3,4.4,8,1
2011,3,4,4.6,8,1
2011,3,5,7.4,8,1
2011,3,6,9.3,8,1
2011,3,7,4.5,8,1
2011,3,8,6.9,8,1
2011,3,9,7.4,8,1
2011,3,10,6.2,8,1
2011,3,11,6.5,8,1
2011,3,12,8.2,8,1
2011,3,13,11.3,8,1
2011,3,14,14.1,8,1
2011,3,15,10.9,8,1
2011,3,16,7.5,8,1
2011,3,17,4.6,8,1
2011,3,18,6.1,8,1
2011,3,19,12.3,8,1
2011,3,20,13.7,8,1
2011,3,21,9.6,8,1
2011,3,22,6.9,8,1
2011,3,23,6.4,8,1
2011,3,24,5.4,8,1
2011,3,25,8.1,8,1
2011,3,26,7.4,8,1
2011,3,27,7.4,8,1
2011,3,28,8.6,8,1
2011,3,29,10.9,8,1
2011,3,30,11.6,8,1
2011,3,31,9.7,8,1
2011,4,1,11.2,8,1
2011,4,2,13.4,8,1
2011,4,3,7.9,8,1
2011,4,4,9.0,8,1
2011,4,5,10.1,8,1
2011,4,6,13.7,8,1
2011,4,7,15.7,8,1
2011,4,8,17.2,8,1
2011,4,9,16.1,8,1
2011,4,10,13.7,8,1
2011,4,11,13.7,8,1
2011,4,12,11.4,8,1
2011,4,13,14.3,8,1
2011,4,14,16.7,8,1
2011,4,15,18.4,8,1
2011,4,16,18.6,8,1
2011,4,17,13.6,8,1
2011,4,18,14.9,8,1
2011,4,19,10.8,8,1
2011,4,20,10.9,8,1
2011,4,21,12.4,8,1
2011,4,22,15.5,8,1
2011,4,23,16.5,8,1
2011,4,24,16.1,8,1
2011,4,25,15.0,8,1
2011,4,26,16.2,8,1
2011,4,27,20.1,8,1
2011,4,28,19.8,8,1
2011,4,29,15.1,8,1
2011,4,30,17.6,8,1
2011,5,1,18.4,8,1
2011,5,2,19.6,8,1
2011,5,3,15.8,8,1
2011,5,4,17.3,8,1
2011,5,5,15.1,8,1
2011,5,6,16.0,8,1
2011,5,7,17.0,8,1
2011,5,8,20.6,8,1
2011,5,9,19.7,8,1
2011,5,10,22.8,8,1
2011,5,11,15.2,8,1
2011,5,12,15.6,8,1
2011,5,13,19.8,8,1
2011,5,14,20.1,8,1
2011,5,15,20.5,8,1
2011,5,16,20.3,8,1
2011,5,17,18.2,8,1
2011,5,18,19.4,8,1
2011,5,19,20.9,8,1
2011,5,20,22.0,8,1
2011,5,21,22.8,8,1
2011,5,22,20.8,8,1
2011,5,23,15.6,8,1
2011,5,24,14.6,8,1
2011,5,25,18.7,8,1
2011,5,26,19.3,8,1
2011,5,27,18.8,8,1
2011,5,28,18.4,8,1
2011,5,29,18.0,8,1
2011,5,30,17.4,8,1
2011,5,31,15.2,8,1
2011,6,1,15.2,8,1
2011,6,2,16.0,8,1
2011,6,3,19.8,8,1
2011,6,4,22.1,8,1
2011,6,5,22.2,8,1
2011,6,6,22.9,8,1
2011,6,7,21.6,8,1
2011,6,8,19.7,8,1
2011,6,9,21.8,8,1
2011,6,10,22.8,8,1
2011,6,11,22.2,8,1
2011,6,12,23.2,8,1
2011,6,13,20.9,8,1
2011,6,14,21.7,8,1
2011,6,15,21.3,8,1
2011,6,16,21.1,8,1
2011,6,17,19.2,8,1
2011,6,18,20.3,8,1
2011,6,19,21.8,8,1
2011,6,20,23.9,8,1
2011,6,21,25.5,8,1
2011,6,22,27.2,8,1
2011,6,23,28.2,8,1
2011,6,24,29.1,8,1
2011,6,25,24.3,8,1
2011,6,26,21.3,8,1
2011,6,27,22.3,8,1
2011,6,28,27.3,8,1
2011,6,29,29.8,8,1
2011,6,30,28.7,8,1
2011,7,1,28.7,8,1
2011,7,2,26.5,8,1
2011,7,3,27.6,8,1
2011,7,4,29.6,8,1
2011,7,5,28.0,8,1
2011,7,6,28.0,8,1
2011,7,7,26.8,8,1
2011,7,8,28.6,8,1
2011,7,9,29.4,8,1
2011,7,10,29.3,8,1
2011,7,11,29.2,8,1
2011,7,12,28.7,8,1
2011,7,13,28.6,8,1
2011,7,14,28.9,8,1
2011,7,15,29.4,8,1
2011,7,16,29.0,8,1
2011,7,17,29.6,8,1
2011,7,18,30.1,8,1
2011,7,19,27.9,8,1
2011,7,20,25.9,8,1
2011,7,21,20.7,8,1
2011,7,22,21.0,8,1
2011,7,23,23.1,8,1
2011,7,24,26.0,8,1
2011,7,25,27.6,8,1
2011,7,26,27.5,8,1
2011,7,27,28.3,8,1
2011,7,28,26.4,8,1
2011,7,29,26.5,8,1
2011,7,30,25.7,8,1
2011,7,31,23.5,8,1
2011,8,1,24.5,8,1
2011,8,2,25.5,8,1
2011,8,3,26.1,8,1
2011,8,4,27.4,8,1
2011,8,5,27.8,8,1
2011,8,6,29.0,8,1
2011,8,7,28.9,8,1
2011,8,8,29.3,8,1
2011,8,9,30.2,8,1
2011,8,10,30.5,8,1
2011,8,11,31.0,8,1
2011,8,12,31.2,8,1
2011,8,13,30.0,8,1
2011,8,14,30.0,8,1
2011,8,15,30.3,8,1
2011,8,16,30.3,8,1
2011,8,17,30.7,8,1
2011,8,18,31.9,8,1
2011,8,19,25.3,8,1
2011,8,20,23.7,8,1
2011,8,21,20.6,8,1
2011,8,22,21.2,8,1
2011,8,23,25.9,8,1
2011,8,24,28.1,8,1
2011,8,25,27.2,8,1
2011,8,26,26.2,8,1
2011,8,27,24.3,8,1
2011,8,28,25.6,8,1
2011,8,29,26.0,8,1
2011,8,30,26.3,8,1
2011,8,31,26.4,8,1
2011,9,1,28.5,8,1
2011,9,2,28.5,8,1
2011,9,3,28.0,8,1
2011,9,4,27.2,8,1
2011,9,5,26.5,8,1
2011,9,6,24.5,8,1
2011,9,7,24.9,8,1
2011,9,8,25.7,8,1
2011,9,9,27.8,8,1
2011,9,10,28.4,8,1
2011,9,11,27.7,8,1
2011,9,12,28.3,8,1
2011,9,13,28.3,8,1
2011,9,14,28.3,8,1
2011,9,15,28.3,8,1
2011,9,16,28.2,8,1
2011,9,17,28.0,8,1
2011,9,18,28.5,8,1
2011,9,19,25.7,8,1
2011,9,20,19.9,8,1
2011,9,21,22.2,8,1
2011,9,22,23.4,8,1
2011,9,23,20.3,8,1
2011,9,24,20.5,8,1
2011,9,25,20.2,8,1
2011,9,26,18.9,8,1
2011,9,27,20.2,8,1
2011,9,28,20.5,8,1
2011,9,29,21.9,8,1
2011,9,30,24.6,8,1
2011,10,1,22.2,8,1
2011,10,2,18.5,8,1
2011,10,3,18.8,8,1
2011,10,4,18.5,8,1
2011,10,5,15.9,8,1
2011,10,6,20.4,8,1
2011,10,7,21.1,8,1
2011,10,8,19.7,8,1
2011,10,9,20.1,8,1
2011,10,10,20.4,8,1
2011,10,11,21.2,8,1
2011,10,12,20.5,8,1
2011,10,13,20.5,8,1
2011,10,14,21.2,8,1
2011,10,15,24.3,8,1
2011,10,16,24.8,8,1
2011,10,17,21.5,8,1
2011,10,18,19.1,8,1
2011,10,19,15.9,8,1
2011,10,20,17.7,8,1
2011,10,21,18.3,8,1
2011,10,22,19.5,8,1
2011,10,23,22.7,8,1
2011,10,24,20.7,8,1
2011,10,25,21.8,8,1
2011,10,26,16.7,8,1
2011,10,27,15.2,8,1
2011,10,28,15.5,8,1
2011,10,29,16.0,8,1
2011,10,30,16.9,8,1
2011,10,31,18.7,8,1
2011,11,1,17.7,8,1
2011,11,2,17.2,8,1
2011,11,3,18.4,8,1
2011,11,4,18.4,8,1
2011,11,5,18.9,8,1
2011,11,6,18.1,8,1
2011,11,7,18.6,8,1
2011,11,8,15.7,8,1
2011,11,9,14.3,8,1
2011,11,10,14.1,8,1
2011,11,11,12.4,8,1
2011,11,12,16.4,8,1
2011,11,13,17.8,8,1
2011,11,14,16.9,8,1
2011,11,15,14.0,8,1
2011,11,16,12.6,8,1
2011,11,17,14.5,8,1
2011,11,18,12.6,8,1
2011,11,19,16.3,8,1
2011,11,20,17.4,8,1
2011,11,21,12.6,8,1
2011,11,22,11.1,8,1
2011,11,23,12.4,8,1
2011,11,24,13.3,8,1
2011,11,25,11.4,8,1
2011,11,26,10.9,8,1
2011,11,27,11.0,8,1
2011,11,28,12.1,8,1
2011,11,29,14.4,8,1
2011,11,30,14.6,8,1
2011,12,1,7.8,8,1
2011,12,2,6.1,8,1
2011,12,3,11.1,8,1
2011,12,4,13.4,8,1
2011,12,5,11.0,8,1
2011,12,6,8.0,8,1
2011,12,7,9.8,8,1
2011,12,8,8.0,8,1
2011,12,9,5.5,8,1
2011,12,10,7.3,8,1
2011,12,11,8.1,8,1
2011,12,12,9.7,8,1
2011,12,13,9.7,8,1
2011,12,14,7.9,8,1
2011,12,15,10.4,8,1
2011,12,16,9.0,8,1
2011,12,17,6.1,8,1
2011,12,18,7.0,8,1
2011,12,19,6.5,8,1
2011,12,20,7.0,8,1
2011,12,21,5.8,8,1
2011,12,22,5.8,8,1
2011,12,23,6.0,8,1
2011,12,24,5.5,8,1
2011,12,25,5.2,8,1
2011,12,26,4.9,8,1
2011,12,27,5.2,8,1
2011,12,28,6.2,8,1
2011,12,29,6.0,8,1
2011,12,30,6.2,8,1
2011,12,31,5.6,8,1
2012,1,1,5.7,8,1
2012,1,2,6.0,8,1
2012,1,3,6.6,8,1
2012,1,4,5.4,8,1
2012,1,5,5.5,8,1
2012,1,6,6.3,8,1
2012,1,7,5.7,8,1
2012,1,8,5.8,8,1
2012,1,9,5.9,8,1
2012,1,10,6.7,8,1
2012,1,11,5.8,8,1
2012,1,12,3.8,8,1
2012,1,13,5.6,8,1
2012,1,14,5.1,8,1
2012,1,15,4.5,8,1
2012,1,16,4.5,8,1
2012,1,17,4.9,8,1
2012,1,18,5.4,8,1
2012,1,19,6.2,8,1
2012,1,20,2.8,8,1
2012,1,21,3.4,8,1
2012,1,22,5.3,8,1
2012,1,23,5.0,8,1
2012,1,24,3.0,8,1
2012,1,25,4.1,8,1
2012,1,26,3.2,8,1
2012,1,27,3.2,8,1
2012,1,28,2.6,8,1
2012,1,29,2.9,8,1
2012,1,30,3.7,8,1
2012,1,31,4.1,8,1
2012,2,1,6.0,8,1
2012,2,2,2.6,8,1
2012,2,3,2.8,8,1
2012,2,4,5.5,8,1
2012,2,5,6.1,8,1
2012,2,6,4.9,8,1
2012,2,7,7.7,8,1
2012,2,8,6.6,8,1
2012,2,9,4.7,8,1
2012,2,10,5.7,8,1
2012,2,11,5.4,8,1
2012,2,12,5.0,8,1
2012,2,13,5.8,8,1
2012,2,14,5.2,8,1
2012,2,15,7.6,8,1
2012,2,16,3.3,8,1
2012,2,17,3.7,8,1
2012,2,18,2.5,8,1
2012,2,19,3.3,8,1
2012,2,20,5.8,8,1
2012,2,21,8.1,8,1
2012,2,22,7.9,8,1
2012,2,23,7.8,8,1
2012,2,24,11.5,8,1
2012,2,25,5.8,8,1
2012,2,26,6.0,8,1
2012,2,27,4.7,8,1
2012,2,28,3.7,8,1
2012,2,29,2.3,8,1
2012,3,1,8.2,8,1
2012,3,2,7.3,8,1
2012,3,3,7.1,8,1
2012,3,4,5.5,8,1
2012,3,5,5.7,8,1
2012,3,6,11.4,8,1
2012,3,7,12.6,8,1
2012,3,8,9.6,8,1
2012,3,9,7.3,8,1
2012,3,10,5.3,8,1
2012,3,11,7.4,8,1
2012,3,12,7.2,8,1
2012,3,13,6.8,8,1
2012,3,14,7.2,8,1
2012,3,15,7.9,8,1
2012,3,16,7.7,8,1
2012,3,17,6.8,8,1
2012,3,18,9.6,8,1
2012,3,19,9.1,8,1
2012,3,20,8.2,8,1
2012,3,21,8.1,8,1
2012,3,22,10.1,8,1
2012,3,23,9.9,8,1
2012,3,24,8.4,8,1
2012,3,25,9.1,8,1
2012,3,26,8.2,8,1
2012,3,27,9.6,8,1
2012,3,28,11.2,8,1
2012,3,29,11.7,8,1
2012,3,30,15.3,8,1
2012,3,31,14.1,8,1
2012,4,1,10.0,8,1
2012,4,2,10.8,8,1
2012,4,3,14.0,8,1
2012,4,4,11.9,8,1
2012,4,5,14.8,8,1
2012,4,6,10.7,8,1
2012,4,7,8.8,8,1
2012,4,8,9.5,8,1
2012,4,9,16.6,8,1
2012,4,10,16.4,8,1
2012,4,11,15.7,8,1
2012,4,12,17.4,8,1
2012,4,13,17.2,8,1
2012,4,14,9.9,8,1
2012,4,15,11.8,8,1
2012,4,16,13.1,8,1
2012,4,17,14.9,8,1
2012,4,18,15.0,8,1
2012,4,19,14.2,8,1
2012,4,20,13.3,8,1
2012,4,21,11.8,8,1
2012,4,22,11.3,8,1
2012,4,23,13.4,8,1
2012,4,24,18.3,8,1
2012,4,25,18.4,8,1
2012,4,26,18.3,8,1
2012,4,27,16.6,8,1
2012,4,28,18.3,8,1
2012,4,29,20.6,8,1
2012,4,30,20.7,8,1
2012,5,1,20.5,8,1
2012,5,2,18.8,8,1
2012,5,3,17.9,8,1
2012,5,4,18.6,8,1
2012,5,5,21.2,8,1
2012,5,6,19.7,8,1
2012,5,7,18.5,8,1
2012,5,8,20.5,8,1
2012,5,9,19.3,8,1
2012,5,10,17.1,8,1
2012,5,11,17.4,8,1
2012,5,12,16.3,8,1
2012,5,13,17.0,8,1
2012,5,14,19.7,8,1
2012,5,15,18.7,8,1
2012,5,16,22.0,8,1
2012,5,17,21.6,8,1
2012,5,18,18.8,8,1
2012,5,19,20.3,8,1
2012,5,20,21.3,8,1
2012,5,21,20.2,8,1
2012,5,22,14.6,8,1
2012,5,23,18.7,8,1
2012,5,24,22.0,8,1
2012,5,25,20.4,8,1
2012,5,26,21.0,8,1
2012,5,27,22.5,8,1
2012,5,28,21.4,8,1
2012,5,29,20.7,8,1
2012,5,30,20.1,8,1
2012,5,31,20.3,8,1
2012,6,1,21.3,8,1
2012,6,2,21.6,8,1
2012,6,3,20.3,8,1
2012,6,4,22.1,8,1
2012,6,5,21.7,8,1
2012,6,6,19.4,8,1
2012,6,7,21.1,8,1
2012,6,8,23.5,8,1
2012,6,9,19.0,8,1
2012,6,10,21.9,8,1
2012,6,11,20.0,8,1
2012,6,12,16.9,8,1
2012,6,13,17.4,8,1
2012,6,14,18.6,8,1
2012,6,15,20.3,8,1
2012,6,16,20.2,8,1
2012,6,17,23.3,8,1
2012,6,18,24.5,8,1
2012,6,19,23.9,8,1
2012,6,20,26.9,8,1
2012,6,21,23.7,8,1
2012,6,22,21.1,8,1
2012,6,23,22.2,8,1
2012,6,24,22.6,8,1
2012,6,25,18.4,8,1
2012,6,26,19.5,8,1
2012,6,27,20.6,8,1
2012,6,28,22.5,8,1
2012,6,29,23.4,8,1
2012,6,30,23.3,8,1
2012,7,1,21.9,8,1
2012,7,2,22.8,8,1
2012,7,3,23.5,8,1
2012,7,4,24.8,8,1
2012,7,5,26.7,8,1
2012,7,6,25.3,8,1
2012,7,7,23.0,8,1
2012,7,8,22.6,8,1
2012,7,9,24.9,8,1
2012,7,10,26.5,8,1
2012,7,11,27.0,8,1
2012,7,12,26.7,8,1
2012,7,13,27.4,8,1
2012,7,14,28.6,8,1
2012,7,15,29.1,8,1
2012,7,16,29.5,8,1
2012,7,17,29.9,8,1
2012,7,18,28.5,8,1
2012,7,19,28.2,8,1
2012,7,20,20.5,8,1
2012,7,21,19.6,8,1
2012,7,22,20.8,8,1
2012,7,23,25.1,8,1
2012,7,24,27.8,8,1
2012,7,25,29.5,8,1
2012,7,26,30.8,8,1
2012,7,27,30.0,8,1
2012,7,28,30.1,8,1
2012,7,29,29.5,8,1
2012,7,30,29.6,8,1
2012,7,31,29.0,8,1
2012,8,1,29.4,8,1
2012,8,2,30.2,8,1
2012,8,3,29.8,8,1
2012,8,4,28.6,8,1
2012,8,5,29.8,8,1
2012,8,6,27.4,8,1
2012,8,7,28.7,8,1
2012,8,8,25.8,8,1
2012,8,9,25.9,8,1
